Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2021-05-20 14:10:00,2021-05-20 19:10:00,158.0,168.0,18.8,33.9,32.4,66,1012.2,0,630,
2021-05-20 14:00:00,2021-05-20 19:00:00,151.0,165.0,15.2,31,32.4,67,1012.3,0,674,
2021-05-20 13:50:00,2021-05-20 18:50:00,152.0,151.0,15.8,23.5,31.7,67,1012.4,0,701,
2021-05-20 13:40:00,2021-05-20 18:40:00,141.0,155.0,11.5,22.3,30.5,65,1012.6,0,580,
2021-05-20 13:30:00,2021-05-20 18:30:00,136.0,140.0,12.8,20.6,28.8,68,1012.9,0,603,
2021-05-20 13:20:00,2021-05-20 18:20:00,141.0,142.0,12.9,25.2,27.8,85,1013,0,406,
2021-05-20 13:10:00,2021-05-20 18:10:00,138.0,142.0,14,24.1,27.3,92,1013,0,465,
2021-05-20 13:00:00,2021-05-20 18:00:00,148.0,142.0,17.1,29.8,27.6,86,1013.1,0.25,441,
2021-05-20 12:50:00,2021-05-20 17:50:00,156.0,157.0,18.9,41.3,29.3,77,1013.1,0,242,
2021-05-20 12:40:00,2021-05-20 17:40:00,179.0,181.0,15.2,25.2,29.1,74,1013.1,0,364,
2021-05-20 12:30:00,2021-05-20 17:30:00,182.0,187.0,16.6,34.4,30.2,72,1013.2,0,233,
2021-05-20 12:20:00,2021-05-20 17:20:00,137.0,135.0,14.7,30.4,31.5,71,1013.1,0,337,
2021-05-20 12:10:00,2021-05-20 17:10:00,138.0,147.0,16.6,26.4,32,69,1013.1,0,556,
2021-05-20 12:00:00,2021-05-20 17:00:00,135.0,109.0,15.2,26.4,31.4,71,1013.1,0,863,
2021-05-20 11:50:00,2021-05-20 16:50:00,142.0,144.0,18,28.1,30.6,74,1013.1,0,503,
2021-05-20 11:40:00,2021-05-20 16:40:00,146.0,163.0,16.7,28.1,30.7,73,1013.2,0,377,
2021-05-20 11:30:00,2021-05-20 16:30:00,152.0,159.0,17.6,27.5,31,71,1013.3,0,376,
2021-05-20 11:20:00,2021-05-20 16:20:00,146.0,146.0,18.2,30.4,31.4,69,1013.3,0,474,
2021-05-20 11:10:00,2021-05-20 16:10:00,150.0,157.0,14.7,25.8,31.4,71,1013.3,0,555,
2021-05-20 11:00:00,2021-05-20 16:00:00,149.0,155.0,16.6,28.7,31,72,1013.1,0,609,
2021-05-20 10:50:00,2021-05-20 15:50:00,144.0,164.0,16.7,28.1,30.8,72,1013,0,470,
2021-05-20 10:40:00,2021-05-20 15:40:00,147.0,153.0,18.1,29.8,30.8,71,1012.9,0,459,
2021-05-20 10:30:00,2021-05-20 15:30:00,148.0,146.0,19.2,33.3,31.1,70,1012.8,0,506,
2021-05-20 10:20:00,2021-05-20 15:20:00,143.0,137.0,16.8,31.6,30.9,70,1012.6,0,539,
2021-05-20 10:10:00,2021-05-20 15:10:00,148.0,165.0,17.6,31,31,70,1012.6,0,561,
2021-05-20 10:00:00,2021-05-20 15:00:00,147.0,152.0,18.1,31,30.5,73,1012.5,0,585,
2021-05-20 09:50:00,2021-05-20 14:50:00,135.0,147.0,16.4,29.2,30.5,73,1012.4,0,438,
2021-05-20 09:40:00,2021-05-20 14:40:00,145.0,145.0,19,29.2,31,71,1012.4,0,431,
2021-05-20 09:30:00,2021-05-20 14:30:00,149.0,162.0,20.2,32.1,31.2,69,1012.4,0,768,
2021-05-20 09:20:00,2021-05-20 14:20:00,144.0,157.0,18.5,32.7,30.9,71,1012.4,0,731,
2021-05-20 09:10:00,2021-05-20 14:10:00,134.0,135.0,17.1,24.6,30.5,73,1012.3,0,602,
2021-05-20 09:00:00,2021-05-20 14:00:00,134.0,132.0,16,27.5,30,76,1012.1,0,560,
2021-05-20 08:50:00,2021-05-20 13:50:00,132.0,122.0,16.1,26.4,29.3,82,1012,0,557,
2021-05-20 08:40:00,2021-05-20 13:40:00,137.0,117.0,13.6,24.6,28.3,88,1012,0,433,
2021-05-20 08:30:00,2021-05-20 13:30:00,140.0,155.0,16.4,32.7,27.8,92,1011.9,0,253,
2021-05-20 08:20:00,2021-05-20 13:20:00,148.0,148.0,15.8,27.5,27.2,96,1011.7,0,253,
2021-05-20 08:10:00,2021-05-20 13:10:00,149.0,139.0,17.8,26.9,26.9,99,1011.5,0,199,
2021-05-20 08:00:00,2021-05-20 13:00:00,148.0,157.0,14.8,24.6,27.1,94,1011.5,0,124,
2021-05-20 07:50:00,2021-05-20 12:50:00,148.0,157.0,18.5,31.6,28.5,85,1011.3,0.25,52,
2021-05-20 07:40:00,2021-05-20 12:40:00,146.0,148.0,17.3,28.1,28.8,83,1011,0,116,
2021-05-20 07:30:00,2021-05-20 12:30:00,154.0,159.0,17.6,26.9,28.6,84,1010.9,0,227,
2021-05-20 07:20:00,2021-05-20 12:20:00,149.0,150.0,17.6,29.2,28,84,1010.9,0,146,
2021-05-20 07:10:00,2021-05-20 12:10:00,147.0,161.0,17.6,29.2,28,83,1010.9,0,63,
2021-05-20 07:00:00,2021-05-20 12:00:00,147.0,165.0,18.7,29.8,28,83,1010.8,0,83,
2021-05-20 06:50:00,2021-05-20 11:50:00,151.0,166.0,21.1,33.9,27.8,84,1010.6,0,64,
2021-05-20 06:40:00,2021-05-20 11:40:00,147.0,156.0,18.2,30.4,27.7,85,1010.7,0,42,
2021-05-20 06:30:00,2021-05-20 11:30:00,146.0,146.0,16.4,30.4,27.5,87,1010.7,0,17,
2021-05-20 06:20:00,2021-05-20 11:20:00,147.0,164.0,17.2,26.9,27.5,87,1010.7,0,7,
2021-05-20 06:10:00,2021-05-20 11:10:00,153.0,156.0,18.9,29.8,27.5,86,1010.6,0,0,
2021-05-20 06:00:00,2021-05-20 11:00:00,151.0,158.0,18.2,28.1,27.5,86,1010.5,0,-1,
2021-05-20 05:50:00,2021-05-20 10:50:00,156.0,155.0,18.8,28.7,27.6,86,1010.5,0,-2,
2021-05-20 05:40:00,2021-05-20 10:40:00,159.0,170.0,17.2,27.5,27.7,86,1010.5,0,-2,
2021-05-20 05:30:00,2021-05-20 10:30:00,158.0,159.0,18.8,30.4,27.7,85,1010.3,0,-2,
2021-05-20 05:20:00,2021-05-20 10:20:00,161.0,162.0,18.6,30.4,27.7,87,1010.4,0,-2,
2021-05-20 05:10:00,2021-05-20 10:10:00,152.0,159.0,16.7,30.4,27.7,89,1010.6,0,-1,
2021-05-20 05:00:00,2021-05-20 10:00:00,160.0,163.0,16.1,26.9,27.7,90,1010.5,0,-1,
2021-05-20 04:50:00,2021-05-20 09:50:00,150.0,165.0,16.1,26.9,27.7,89,1010.4,0,-1,
2021-05-20 04:40:00,2021-05-20 09:40:00,153.0,157.0,17.1,27.5,27.7,89,1010.4,0,-1,
2021-05-20 04:30:00,2021-05-20 09:30:00,154.0,158.0,17,26.4,27.6,89,1010.5,0,-1,
2021-05-20 04:20:00,2021-05-20 09:20:00,148.0,149.0,15.5,25.8,27.6,88,1010.3,0,-2,
2021-05-20 04:10:00,2021-05-20 09:10:00,150.0,158.0,17.4,30.4,27.6,89,1010.2,0,-1,
2021-05-20 04:00:00,2021-05-20 09:00:00,156.0,162.0,17.3,32.7,27.6,88,1010.2,0,-1,
2021-05-20 03:50:00,2021-05-20 08:50:00,152.0,145.0,15.9,26.9,27.6,88,1010.1,0,-2,
2021-05-20 03:40:00,2021-05-20 08:40:00,149.0,156.0,17,26.4,27.5,90,1010.1,0,-1,
2021-05-20 03:30:00,2021-05-20 08:30:00,157.0,152.0,16.2,26.4,27.4,94,1010.2,0,-1,
2021-05-20 03:20:00,2021-05-20 08:20:00,155.0,154.0,13.5,29.2,27.3,96,1010.3,0,-1,
2021-05-20 03:10:00,2021-05-20 08:10:00,160.0,164.0,15.8,26.9,27.3,96,1010.4,0,-2,
2021-05-20 03:00:00,2021-05-20 08:00:00,154.0,154.0,15.8,26.9,27.2,96,1010.6,0,-1,
2021-05-20 02:50:00,2021-05-20 07:50:00,153.0,155.0,11.4,24.6,27.3,95,1010.7,0,-2,
2021-05-20 02:40:00,2021-05-20 07:40:00,161.0,165.0,14.8,30.4,27.2,95,1010.8,0,-2,
2021-05-20 02:30:00,2021-05-20 07:30:00,154.0,158.0,16.3,25.8,27.2,96,1010.9,0,-2,
2021-05-20 02:20:00,2021-05-20 07:20:00,153.0,159.0,15,25.8,27.3,95,1011,0,-2,
2021-05-20 02:10:00,2021-05-20 07:10:00,151.0,157.0,17.2,28.1,27.5,92,1011,0,-2,
2021-05-20 02:00:00,2021-05-20 07:00:00,147.0,148.0,14.8,29.8,27.6,89,1011.1,0,-1,
2021-05-20 01:50:00,2021-05-20 06:50:00,146.0,145.0,14.8,27.5,27.7,91,1011.2,0,-1,
2021-05-20 01:40:00,2021-05-20 06:40:00,147.0,150.0,15,25.2,27.8,90,1011.2,0,-1,
2021-05-20 01:30:00,2021-05-20 06:30:00,151.0,163.0,16.9,28.7,27.7,90,1011.1,0,-1,
2021-05-20 01:20:00,2021-05-20 06:20:00,148.0,154.0,15.8,24.6,27.7,89,1011.2,0,-1,
2021-05-20 01:10:00,2021-05-20 06:10:00,148.0,159.0,18.1,30.4,27.6,90,1011.3,0,-1,
2021-05-20 01:00:00,2021-05-20 06:00:00,142.0,154.0,14.8,26.4,27.5,91,1011.2,0,-1,
2021-05-20 00:50:00,2021-05-20 05:50:00,145.0,148.0,15,26.9,27.5,92,1011.3,0,-1,
2021-05-20 00:40:00,2021-05-20 05:40:00,149.0,155.0,17.1,31.6,27.3,96,1011.5,0,-0,
2021-05-20 00:30:00,2021-05-20 05:30:00,145.0,167.0,14.6,25.2,27.2,100,1011.6,0,0,
2021-05-20 00:20:00,2021-05-20 05:20:00,145.0,159.0,13.7,21.8,27.1,100,1011.6,0,0,
2021-05-20 00:10:00,2021-05-20 05:10:00,145.0,144.0,12,19.5,27.2,97,1011.4,0,-0,
2021-05-20 00:00:00,2021-05-20 05:00:00,147.0,162.0,15.6,29.2,27.6,91,1011.3,0,-3,
2021-05-19 23:50:00,2021-05-20 04:50:00,140.0,146.0,14.1,28.1,27.9,91,1011.3,0,-1,
2021-05-19 23:40:00,2021-05-20 04:40:00,140.0,149.0,12.5,22.3,27.9,90,1011.4,0,-1,
2021-05-19 23:30:00,2021-05-20 04:30:00,139.0,156.0,12.3,24.6,27.9,90,1011.5,0,-1,
2021-05-19 23:20:00,2021-05-20 04:20:00,141.0,162.0,14,26.4,27.9,90,1011.5,0,-1,
2021-05-19 23:10:00,2021-05-20 04:10:00,142.0,161.0,12.4,21.8,28,90,1011.4,0,-1,
2021-05-19 23:00:00,2021-05-20 04:00:00,144.0,153.0,13.8,25.2,27.9,90,1011.5,0,-1,
2021-05-19 22:50:00,2021-05-20 03:50:00,150.0,166.0,14.3,22.9,27.9,90,1011.6,0,-1,
2021-05-19 22:40:00,2021-05-20 03:40:00,148.0,158.0,13.2,25.8,28,90,1011.5,0,-1,
2021-05-19 22:30:00,2021-05-20 03:30:00,142.0,155.0,11.3,22.3,28,91,1011.4,0,-1,
2021-05-19 22:20:00,2021-05-20 03:20:00,140.0,148.0,11.6,19.5,28,89,1011.3,0,-1,
2021-05-19 22:10:00,2021-05-20 03:10:00,143.0,156.0,14.4,24.6,28.1,88,1011.1,0,-1,
2021-05-19 22:00:00,2021-05-20 03:00:00,146.0,137.0,14.7,28.1,28.1,88,1011,0,-1,
2021-05-19 21:50:00,2021-05-20 02:50:00,143.0,157.0,12.3,22.9,28.2,87,1011.1,0,-1,
2021-05-19 21:40:00,2021-05-20 02:40:00,151.0,158.0,15.6,25.2,28.2,86,1011.1,0,-1,
2021-05-19 21:30:00,2021-05-20 02:30:00,147.0,144.0,13.5,24.1,28.1,86,1010.9,0,-1,
2021-05-19 21:20:00,2021-05-20 02:20:00,146.0,157.0,13.4,22.9,28.1,86,1010.7,0,-1,
2021-05-19 21:10:00,2021-05-20 02:10:00,143.0,160.0,13.8,24.1,28.1,87,1010.6,0,-2,
2021-05-19 21:00:00,2021-05-20 02:00:00,148.0,151.0,14.7,24.6,28.1,86,1010.6,0,-1,
2021-05-19 20:50:00,2021-05-20 01:50:00,146.0,157.0,13.3,21.8,28.1,86,1010.5,0,-1,
2021-05-19 20:40:00,2021-05-20 01:40:00,146.0,151.0,13.8,23.5,28.1,87,1010.5,0,-1,
2021-05-19 20:30:00,2021-05-20 01:30:00,149.0,134.0,15.7,27.5,28.1,88,1010.3,0,-2,
2021-05-19 20:20:00,2021-05-20 01:20:00,149.0,154.0,14.3,23.5,28.2,88,1010.4,0,-1,
2021-05-19 20:10:00,2021-05-20 01:10:00,150.0,163.0,12.6,20,28.2,88,1010.3,0,-1,
2021-05-19 20:00:00,2021-05-20 01:00:00,147.0,153.0,12.6,21.8,28.2,86,1010.4,0,-1,
2021-05-19 19:50:00,2021-05-20 00:50:00,153.0,159.0,15.3,25.2,28.2,85,1010.3,0,-1,
2021-05-19 19:40:00,2021-05-20 00:40:00,153.0,161.0,15,22.3,28.3,85,1010.2,0,-1,
2021-05-19 19:30:00,2021-05-20 00:30:00,154.0,189.0,14.2,25.2,28.3,85,1010.2,0,-0,
2021-05-19 19:20:00,2021-05-20 00:20:00,153.0,124.0,14.6,22.9,28.4,84,1010.2,0,4,
2021-05-19 19:10:00,2021-05-20 00:10:00,159.0,156.0,15,26.4,28.5,83,1010.1,0,14,
2021-05-19 19:00:00,2021-05-20 00:00:00,152.0,166.0,14.9,26.4,28.5,83,1010.1,0,26,
2021-05-19 18:50:00,2021-05-19 23:50:00,152.0,159.0,13.7,23.5,28.6,83,1010.1,0,40,
2021-05-19 18:40:00,2021-05-19 23:40:00,151.0,156.0,13.5,24.6,28.6,82,1010,0,48,
2021-05-19 18:30:00,2021-05-19 23:30:00,153.0,157.0,15,24.1,28.8,80,1010,0,49,
2021-05-19 18:20:00,2021-05-19 23:20:00,159.0,156.0,18.5,28.1,29.2,77,1010,0,56,
2021-05-19 18:10:00,2021-05-19 23:10:00,159.0,176.0,19.4,30.4,29.7,74,1010,0,89,
2021-05-19 18:00:00,2021-05-19 23:00:00,159.0,164.0,17.4,27.5,30.3,74,1009.9,0,191,
2021-05-19 17:50:00,2021-05-19 22:50:00,145.0,159.0,13.3,25.2,30.8,73,1009.9,0,244,
2021-05-19 17:40:00,2021-05-19 22:40:00,151.0,149.0,13.6,26.4,30.8,75,1009.9,0,303,
2021-05-19 17:30:00,2021-05-19 22:30:00,154.0,155.0,16.4,23.5,30.7,75,1009.8,0,307,
2021-05-19 17:20:00,2021-05-19 22:20:00,157.0,163.0,16,26.4,31.1,74,1009.9,0,440,
2021-05-19 17:10:00,2021-05-19 22:10:00,161.0,152.0,17.4,26.4,30.4,76,1009.9,0,529,
2021-05-19 17:00:00,2021-05-19 22:00:00,159.0,172.0,17.1,26.9,30.3,76,1009.9,0,346,
2021-05-19 16:50:00,2021-05-19 21:50:00,153.0,159.0,15,25.8,30,75,1010,0,388,
2021-05-19 16:40:00,2021-05-19 21:40:00,157.0,165.0,15.2,24.6,29.7,76,1010,0,263,
2021-05-19 16:30:00,2021-05-19 21:30:00,155.0,159.0,17,31,30,77,1010,0,378,
2021-05-19 16:20:00,2021-05-19 21:20:00,148.0,152.0,19,36.2,30.7,75,1010,0,357,
2021-05-19 16:10:00,2021-05-19 21:10:00,138.0,135.0,15.8,25.8,31.8,71,1010,0,294,
2021-05-19 16:00:00,2021-05-19 21:00:00,143.0,149.0,15.9,27.5,32.7,65,1010,0,498,
2021-05-19 15:50:00,2021-05-19 20:50:00,140.0,149.0,15.4,25.2,32.3,66,1010.1,0,313,
2021-05-19 15:40:00,2021-05-19 20:40:00,138.0,168.0,17.8,31,32.1,70,1010.1,0,328,
2021-05-19 15:30:00,2021-05-19 20:30:00,147.0,165.0,17.9,31.6,32,71,1010.2,0,425,
2021-05-19 15:20:00,2021-05-19 20:20:00,152.0,164.0,19.8,29.2,32.2,69,1010.2,0,692,
2021-05-19 15:10:00,2021-05-19 20:10:00,139.0,161.0,16,28.1,32.3,70,1010.3,0,612,
2021-05-19 15:00:00,2021-05-19 20:00:00,141.0,150.0,14.8,23.5,32.7,68,1010.4,0,530,
2021-05-19 14:50:00,2021-05-19 19:50:00,141.0,153.0,14,25.8,32.7,67,1010.6,0,552,
2021-05-19 14:40:00,2021-05-19 19:40:00,147.0,145.0,15.8,31,32.6,68,1010.7,0,730,
2021-05-19 14:30:00,2021-05-19 19:30:00,142.0,158.0,16,26.9,32.3,68,1010.8,0,620,
2021-05-19 14:20:00,2021-05-19 19:20:00,152.0,163.0,17.6,31.6,31.8,71,1010.9,0,666,
2021-05-19 14:10:00,2021-05-19 19:10:00,147.0,141.0,14.8,25.8,30.6,78,1011,0,550,
2021-05-19 14:00:00,2021-05-19 19:00:00,148.0,160.0,16.3,26.4,30.1,79,1011,0,330,
2021-05-19 13:50:00,2021-05-19 18:50:00,141.0,155.0,14.2,24.6,30.5,77,1011.2,0,196,
2021-05-19 13:40:00,2021-05-19 18:40:00,131.0,120.0,16.3,27.5,31.8,71,1011.3,0,244,
2021-05-19 13:30:00,2021-05-19 18:30:00,143.0,166.0,17,29.8,32.8,67,1011.2,0,575,
2021-05-19 13:20:00,2021-05-19 18:20:00,142.0,161.0,17.5,29.2,33.2,67,1011.4,0,925,
2021-05-19 13:10:00,2021-05-19 18:10:00,141.0,142.0,16.4,25.2,33.1,67,1011.5,0,1079,
2021-05-19 13:00:00,2021-05-19 18:00:00,148.0,164.0,16.6,26.9,32.9,67,1011.5,0,1067,
2021-05-19 12:50:00,2021-05-19 17:50:00,138.0,131.0,16.4,26.4,32.5,67,1011.5,0,1070,
2021-05-19 12:40:00,2021-05-19 17:40:00,141.0,170.0,17,28.7,32.4,67,1011.5,0,903,
2021-05-19 12:30:00,2021-05-19 17:30:00,148.0,160.0,19,30.4,32.6,66,1011.6,0,1010,
2021-05-19 12:20:00,2021-05-19 17:20:00,144.0,163.0,17.3,30.4,32.3,68,1011.7,0,1019,
2021-05-19 12:10:00,2021-05-19 17:10:00,149.0,162.0,19.4,31,32.4,68,1011.8,0,1039,
2021-05-19 12:00:00,2021-05-19 17:00:00,140.0,153.0,17.1,31.6,32.3,68,1012,0,1047,
2021-05-19 11:50:00,2021-05-19 16:50:00,153.0,161.0,17.9,27.5,31.9,70,1012,0,929,
2021-05-19 11:40:00,2021-05-19 16:40:00,156.0,155.0,17.1,28.7,31.7,71,1012.1,0,978,
2021-05-19 11:30:00,2021-05-19 16:30:00,153.0,149.0,16.5,26.9,31.3,73,1012.3,0,734,
2021-05-19 11:20:00,2021-05-19 16:20:00,151.0,184.0,16.6,27.5,31.2,73,1012.3,0,502,
2021-05-19 11:10:00,2021-05-19 16:10:00,154.0,158.0,18.3,31,30.8,76,1012.3,0,735,
2021-05-19 11:00:00,2021-05-19 16:00:00,156.0,165.0,18.5,31.6,30.3,79,1012.2,0,489,
2021-05-19 10:50:00,2021-05-19 15:50:00,154.0,159.0,19.5,29.2,30.5,79,1012.1,0,382,
2021-05-19 10:40:00,2021-05-19 15:40:00,161.0,159.0,18.9,29.8,29.3,88,1012,0,671,
2021-05-19 10:30:00,2021-05-19 15:30:00,137.0,163.0,11.4,24.6,28.9,85,1012,0,145,
2021-05-19 10:20:00,2021-05-19 15:20:00,147.0,147.0,16.5,29.8,29.5,80,1012,0,165,
2021-05-19 10:10:00,2021-05-19 15:10:00,141.0,156.0,18.7,34.4,30.9,74,1011.8,0,219,
2021-05-19 10:00:00,2021-05-19 15:00:00,147.0,161.0,18.5,29.8,31.4,73,1011.6,0,584,
2021-05-19 09:50:00,2021-05-19 14:50:00,145.0,160.0,17.9,30.4,31.5,73,1011.6,0,689,
2021-05-19 09:40:00,2021-05-19 14:40:00,149.0,159.0,18.5,35,30.8,76,1011.7,0,694,
2021-05-19 09:30:00,2021-05-19 14:30:00,139.0,152.0,16.1,28.1,30.3,78,1011.6,0,506,
2021-05-19 09:20:00,2021-05-19 14:20:00,145.0,136.0,16.7,28.1,30.1,78,1011.5,0,439,
2021-05-19 09:10:00,2021-05-19 14:10:00,142.0,157.0,18.7,28.7,30.3,77,1011.4,0,238,
2021-05-19 09:00:00,2021-05-19 14:00:00,144.0,130.0,16.2,29.8,30.8,74,1011.3,0,441,
2021-05-19 08:50:00,2021-05-19 13:50:00,144.0,153.0,16.5,29.2,30,78,1011.2,0,536,
2021-05-19 08:40:00,2021-05-19 13:40:00,151.0,157.0,18.1,28.1,29.9,77,1011.2,0,276,
2021-05-19 08:30:00,2021-05-19 13:30:00,154.0,162.0,18.4,29.2,30.4,75,1011.3,0,346,
2021-05-19 08:20:00,2021-05-19 13:20:00,150.0,158.0,17.2,26.9,30.3,76,1011.3,0,428,
2021-05-19 08:10:00,2021-05-19 13:10:00,149.0,166.0,17,27.5,30,76,1011.1,0,368,
2021-05-19 08:00:00,2021-05-19 13:00:00,148.0,152.0,14,25.8,29.8,79,1011.1,0,320,
2021-05-19 07:50:00,2021-05-19 12:50:00,145.0,165.0,16,25.8,29.1,81,1011.2,0,300,
2021-05-19 07:40:00,2021-05-19 12:40:00,151.0,158.0,15.9,27.5,28.9,81,1011,0,201,
2021-05-19 07:30:00,2021-05-19 12:30:00,156.0,166.0,17.1,26.9,28.5,83,1010.9,0,186,
2021-05-19 07:20:00,2021-05-19 12:20:00,155.0,165.0,17,26.4,28.4,83,1010.9,0,129,
2021-05-19 07:10:00,2021-05-19 12:10:00,159.0,157.0,14.1,24.6,28.4,84,1010.7,0,114,
2021-05-19 07:00:00,2021-05-19 12:00:00,155.0,142.0,18.5,29.8,28.3,84,1010.4,0,119,
2021-05-19 06:50:00,2021-05-19 11:50:00,157.0,149.0,16.1,26.4,28,87,1010.3,0,114,
2021-05-19 06:40:00,2021-05-19 11:40:00,158.0,160.0,16.6,26.4,27.6,90,1010.2,0,71,
2021-05-19 06:30:00,2021-05-19 11:30:00,156.0,153.0,16,24.6,27.3,94,1010.2,0,41,
2021-05-19 06:20:00,2021-05-19 11:20:00,152.0,138.0,14.1,22.9,27.2,94,1010.1,0,10,
2021-05-19 06:10:00,2021-05-19 11:10:00,150.0,145.0,12.1,22.3,27.2,93,1010.1,0,2,
2021-05-19 06:00:00,2021-05-19 11:00:00,151.0,153.0,13.9,27.5,27.2,93,1010.1,0,-1,
2021-05-19 05:50:00,2021-05-19 10:50:00,153.0,160.0,13.9,25.8,27.2,93,1010,0,-2,
2021-05-19 05:40:00,2021-05-19 10:40:00,150.0,165.0,13.9,24.6,27.2,94,1009.9,0,-2,
2021-05-19 05:30:00,2021-05-19 10:30:00,149.0,160.0,14,24.1,27.2,93,1009.9,0,-1,
2021-05-19 05:20:00,2021-05-19 10:20:00,158.0,164.0,13.8,21.2,27.1,94,1010,0,-2,
2021-05-19 05:10:00,2021-05-19 10:10:00,156.0,169.0,12.7,21.2,27.1,94,1010,0,-2,
2021-05-19 05:00:00,2021-05-19 10:00:00,159.0,163.0,12.7,20.6,27.2,93,1010.1,0,-2,
2021-05-19 04:50:00,2021-05-19 09:50:00,159.0,157.0,13.9,23.5,27.1,93,1010.1,0,-1,
2021-05-19 04:40:00,2021-05-19 09:40:00,160.0,167.0,12.8,19.5,27,93,1010.1,0,-2,
2021-05-19 04:30:00,2021-05-19 09:30:00,156.0,158.0,12,17.2,27.1,92,1010,0,-2,
2021-05-19 04:20:00,2021-05-19 09:20:00,158.0,156.0,13.6,21.2,27.2,90,1010,0,-3,
2021-05-19 04:10:00,2021-05-19 09:10:00,160.0,174.0,14.2,21.8,27.3,91,1010.1,0,-2,
2021-05-19 04:00:00,2021-05-19 09:00:00,160.0,159.0,13.4,22.9,27.4,91,1010.2,0,-2,
2021-05-19 03:50:00,2021-05-19 08:50:00,158.0,162.0,14,22.3,27.3,93,1010.2,0,-1,
2021-05-19 03:40:00,2021-05-19 08:40:00,161.0,152.0,11.8,18.9,27.2,93,1010.1,0,-2,
2021-05-19 03:30:00,2021-05-19 08:30:00,159.0,169.0,13.1,22.3,27.3,91,1010.1,0,-2,
2021-05-19 03:20:00,2021-05-19 08:20:00,157.0,168.0,12.6,19.5,27.3,91,1010.1,0,-1,
2021-05-19 03:10:00,2021-05-19 08:10:00,158.0,156.0,13.9,23.5,27.1,93,1010.1,0,-1,
2021-05-19 03:00:00,2021-05-19 08:00:00,159.0,156.0,10.5,21.8,27,94,1010.3,0,-2,
2021-05-19 02:50:00,2021-05-19 07:50:00,165.0,151.0,9.1,16,27,94,1010.5,0,-2,
2021-05-19 02:40:00,2021-05-19 07:40:00,169.0,171.0,9.4,14.9,27.1,91,1010.4,0,-2,
2021-05-19 02:30:00,2021-05-19 07:30:00,164.0,160.0,13.3,21.2,27.3,89,1010.4,0,-2,
2021-05-19 02:20:00,2021-05-19 07:20:00,163.0,158.0,14.3,21.8,27.4,89,1010.5,0,-2,
2021-05-19 02:10:00,2021-05-19 07:10:00,169.0,155.0,14.6,21.8,27.4,90,1010.6,0,-1,
2021-05-19 02:00:00,2021-05-19 07:00:00,159.0,154.0,14.1,21.2,27.2,91,1010.6,0,-1,
2021-05-19 01:50:00,2021-05-19 06:50:00,159.0,166.0,14.9,24.1,27,93,1010.7,0,-1,
2021-05-19 01:40:00,2021-05-19 06:40:00,162.0,167.0,13.4,21.2,26.6,98,1010.6,0,-1,
2021-05-19 01:30:00,2021-05-19 06:30:00,156.0,159.0,12.3,20.6,26.3,100,1010.6,0,-2,
2021-05-19 01:20:00,2021-05-19 06:20:00,138.0,127.0,8,12.5,26.2,99,1010.6,0,-2,
2021-05-19 01:10:00,2021-05-19 06:10:00,134.0,120.0,9.8,18.3,26.4,97,1010.8,0,-1,
2021-05-19 01:00:00,2021-05-19 06:00:00,133.0,131.0,10.3,17.2,26.4,94,1011,0,-1,
2021-05-19 00:50:00,2021-05-19 05:50:00,145.0,141.0,9.4,21.8,26.8,91,1010.9,0,-3,
2021-05-19 00:40:00,2021-05-19 05:40:00,138.0,121.0,14.3,26.4,27.6,92,1011,0,-2,
2021-05-19 00:30:00,2021-05-19 05:30:00,138.0,152.0,12.6,21.2,27.7,93,1011.1,0,-2,
2021-05-19 00:20:00,2021-05-19 05:20:00,137.0,170.0,9.9,16,27.6,92,1011.2,0,-1,
2021-05-19 00:10:00,2021-05-19 05:10:00,143.0,144.0,11.8,20,27.6,92,1011.4,0,-2,
2021-05-19 00:00:00,2021-05-19 05:00:00,139.0,132.0,10.6,18.3,27.7,92,1011.6,0,-2,
2021-05-18 23:50:00,2021-05-19 04:50:00,145.0,136.0,13.4,24.1,27.7,92,1011.7,0,-2,
2021-05-18 23:40:00,2021-05-19 04:40:00,142.0,152.0,12.3,21.2,27.7,91,1011.7,0,-2,
2021-05-18 23:30:00,2021-05-19 04:30:00,139.0,150.0,12.4,22.3,27.8,90,1011.7,0,-2,
2021-05-18 23:20:00,2021-05-19 04:20:00,142.0,162.0,14.3,23.5,27.8,90,1011.9,0,-2,
2021-05-18 23:10:00,2021-05-19 04:10:00,143.0,113.0,13,22.3,27.8,91,1011.9,0,-1,
2021-05-18 23:00:00,2021-05-19 04:00:00,136.0,150.0,11.6,20,27.8,90,1011.8,0,-1,
2021-05-18 22:50:00,2021-05-19 03:50:00,142.0,144.0,12.6,20.6,27.8,89,1011.8,0,-2,
2021-05-18 22:40:00,2021-05-19 03:40:00,142.0,154.0,10.4,17.2,27.7,89,1011.8,0,-2,
2021-05-18 22:30:00,2021-05-19 03:30:00,144.0,157.0,10.7,19.5,27.6,92,1011.7,0,-1,
2021-05-18 22:20:00,2021-05-19 03:20:00,148.0,160.0,10.6,22.3,27.5,95,1011.8,0,-1,
